code,code_system,paraphrased_desc,short_desc,category,license_status,version_year
G9133,HCPCS,hormone-responsive; clinical metastases or m1 at diagnosis (for use in a,,Services,free,2025
G9133,HCPCS,medicare-approved demonstration project),,Services,free,2025
G9134,HCPCS,"Oncology; disease status; non-hodgkin's lymphoma, any cellular classification;",Onc nhlstg 1-2 no relap no  00      9,Services,free,2025
G9134,HCPCS,"stage i, ii at diagnosis, not relapsed, not refractory (for use in a",,Services,free,2025
G9134,HCPCS,medicare-approved demonstration project),,Services,free,2025
G9135,HCPCS,"Oncology; disease status; non-hodgkin's lymphoma, any cellular classification;",Onc dx nhl stg 3-4 not relap00      9,Services,free,2025
G9135,HCPCS,"stage iii, iv, not relapsed, not refractory (for use in a medicare-approved",,Services,free,2025
G9135,HCPCS,demonstration project),,Services,free,2025
G9136,HCPCS,"Oncology; disease status; non-hodgkin's lymphoma, transformed from original",Onc dx nhl trans to lg bcell00      9,Services,free,2025
G9136,HCPCS,cellular diagnosis to a second cellular classification (for use in a,,Services,free,2025
G9136,HCPCS,medicare-approved demonstration project),,Services,free,2025
G9137,HCPCS,"Oncology; disease status; non-hodgkin's lymphoma, any cellular classification;",Onc dx nhl relapse/refractor00      9,Services,free,2025
G9137,HCPCS,relapsed/refractory (for use in a medicare-approved demonstration project),,Services,free,2025
G9138,HCPCS,"Oncology; disease status; non-hodgkin's lymphoma, any cellular classification;",Onc dx nhl stg unknown      00      9,Services,free,2025
G9138,HCPCS,"diagnostic evaluation, stage not determined, evaluation of possible relapse or",,Services,free,2025
G9138,HCPCS,"non-response to therapy, or not listed (for use in a medicare-approved",,Services,free,2025
G9138,HCPCS,demonstration project),,Services,free,2025
G9139,HCPCS,"Oncology; disease status; chronic myelogenous leukemia, limited to philadelphia",Onc dx cml dx status unknown00      9,Services,free,2025
G9139,HCPCS,"chromosome positive and/or bcr-abl positive; extent of disease unknown, staging",,Services,free,2025
G9139,HCPCS,"in progress, not listed (for use in a medicare-approved demonstration project)",,Services,free,2025
G9140,HCPCS,Frontier extended stay clinic demonstration; for a patient stay in a clinic,Frontier extended stay demo 00      9,Services,free,2025
G9140,HCPCS,approved for the cms demonstration project; the following measures should be,,Services,free,2025
G9140,HCPCS,present: the stay must be equal to or greater than 4 hours; weather or other,,Services,free,2025
G9140,HCPCS,conditions must prevent transfer or the case falls into a category of,,Services,free,2025
G9140,HCPCS,monitoring and observation cases that are permitted by the rules of the,,Services,free,2025
G9140,HCPCS,demonstration; there is a maximum frontier extended stay clinic (fesc) visit of,,Services,free,2025
G9140,HCPCS,"48 hours, except in the case when weather or other conditions prevent transfer;",,Services,free,2025
G9140,HCPCS,"payment is made on each period up to 4 hours, after the first 4 hours",,Services,free,2025
G9143,HCPCS,"Warfarin responsiveness testing by genetic technique using any method, any",Warfarin respon genetic test1321    A,Services,free,2025
G9143,HCPCS,number of specimen(s),,Services,free,2025
G9147,HCPCS,Outpatient intravenous insulin treatment (oivit) either pulsatile or,Outpt iv insulin tx any mea 00      9,Services,free,2025
G9147,HCPCS,"continuous, by any means, guided by the results of measurements for:",,Services,free,2025
G9147,HCPCS,"respiratory quotient; and/or, urine urea nitrogen (uun); and/or, arterial,",,Services,free,2025
G9147,HCPCS,venous or capillary glucose; and/or potassium concentration,,Services,free,2025
G9148,HCPCS,National committee for quality assurance - level 1 medical home,Medical home level 1        00      9,Services,free,2025
G9149,HCPCS,National committee for quality assurance - level 2 medical home,Medical home level ii       00      9,Services,free,2025
G9150,HCPCS,National committee for quality assurance - level 3 medical home,Medical home level iii      00      9,Services,free,2025
G9151,HCPCS,Mapcp demonstration - state provided services,Mapcp demo state            00      9,Services,free,2025
G9152,HCPCS,Mapcp demonstration - community health teams,Mapcp demo community        00      9,Services,free,2025
G9153,HCPCS,Mapcp demonstration - physician incentive pool,Mapcp demo physician        00      9,Services,free,2025
G9156,HCPCS,Evaluation for wheelchair requiring face to face visit with physician,Evaluation for wheelchair   00      9,Services,free,2025
G9157,HCPCS,Transesophageal doppler measurement of cardiac output (including probe,Transesoph doppl cardiac mon00      9,Services,free,2025
G9157,HCPCS,"placement, image acquisition, and interpretation per course of treatment) for",,Services,free,2025
G9157,HCPCS,monitoring purposes,,Services,free,2025
G9158,HCPCS,"Motor speech functional limitation, discharge status, at discharge from therapy",Motor speech d/c status     00      9,Services,free,2025
G9158,HCPCS,or to end reporting,,Services,free,2025
G9159,HCPCS,"Spoken language comprehension functional limitation, current status at therapy",Lang comp current status    00      9,Services,free,2025
G9159,HCPCS,episode outset and at reporting intervals,,Services,free,2025
G9160,HCPCS,"Spoken language comprehension functional limitation, projected goal status at",Lang comp goal status       00      9,Services,free,2025
G9160,HCPCS,"therapy episode outset, at reporting intervals, and at discharge or to end",,Services,free,2025
G9160,HCPCS,reporting,,Services,free,2025
G9161,HCPCS,"Spoken language comprehension functional limitation, discharge status, at",Lang comp d/c status        00      9,Services,free,2025
G9161,HCPCS,discharge from therapy or to end reporting,,Services,free,2025
G9162,HCPCS,"Spoken language expression functional limitation, current status at therapy",Lang express current status 00      9,Services,free,2025
G9162,HCPCS,episode outset and at reporting intervals,,Services,free,2025
G9163,HCPCS,"Spoken language expression functional limitation, projected goal status at",Lang express goal status    00      9,Services,free,2025
G9163,HCPCS,"therapy episode outset, at reporting intervals, and at discharge or to end",,Services,free,2025
G9163,HCPCS,reporting,,Services,free,2025
G9164,HCPCS,"Spoken language expression functional limitation, discharge status at discharge",Lang express d/c status     00      9,Services,free,2025
G9164,HCPCS,from therapy or to end reporting,,Services,free,2025
G9165,HCPCS,"Attention functional limitation, current status at therapy episode outset and",Atten current status        00      9,Services,free,2025
G9165,HCPCS,at reporting intervals,,Services,free,2025
G9166,HCPCS,"Attention functional limitation, projected goal status at therapy episode",Atten goal status           00      9,Services,free,2025
G9166,HCPCS,"outset, at reporting intervals, and at discharge or to end reporting",,Services,free,2025
G9167,HCPCS,"Attention functional limitation, discharge status at discharge from therapy or",Atten d/c status            00      9,Services,free,2025
G9167,HCPCS,to end reporting,,Services,free,2025
G9168,HCPCS,"Memory functional limitation, current status at therapy episode outset and at",Memory current status       00      9,Services,free,2025
G9168,HCPCS,reporting intervals,,Services,free,2025
G9169,HCPCS,"Memory functional limitation, projected goal status at therapy episode outset,",Memory goal status          00      9,Services,free,2025
G9169,HCPCS,"at reporting intervals, and at discharge or to end reporting",,Services,free,2025
G9170,HCPCS,"Memory functional limitation, discharge status at discharge from therapy or to",Memory d/c status           00      9,Services,free,2025
G9170,HCPCS,end reporting,,Services,free,2025
G9171,HCPCS,"Voice functional limitation, current status at therapy episode outset and at",Voice current status        00      9,Services,free,2025
G9171,HCPCS,reporting intervals,,Services,free,2025
G9172,HCPCS,"Voice functional limitation, projected goal status at therapy episode outset,",Voice goal status           00      9,Services,free,2025
G9172,HCPCS,"at reporting intervals, and at discharge or to end reporting",,Services,free,2025
G9173,HCPCS,"Voice functional limitation, discharge status at discharge from therapy or to",Voice d/c status            00      9,Services,free,2025
G9173,HCPCS,end reporting,,Services,free,2025
G9174,HCPCS,"Other speech language pathology functional limitation, current status at",Speech lang current status  00      9,Services,free,2025
G9174,HCPCS,therapy episode outset and at reporting intervals,,Services,free,2025
G9175,HCPCS,"Other speech language pathology functional limitation, projected goal status at",Speech lang goal status     00      9,Services,free,2025
G9175,HCPCS,"therapy episode outset, at reporting intervals, and at discharge or to end",,Services,free,2025
G9175,HCPCS,reporting,,Services,free,2025
G9176,HCPCS,"Other speech language pathology functional limitation, discharge status at",Speech lang d/c status      00      9,Services,free,2025
G9176,HCPCS,discharge from therapy or to end reporting,,Services,free,2025
G9186,HCPCS,"Motor speech functional limitation, projected goal status at therapy episode",Motor speech goal status    00      9,Services,free,2025
G9186,HCPCS,"outset, at reporting intervals, and at discharge or to end reporting",,Services,free,2025
G9187,HCPCS,Bundled payments for care improvement initiative home visit for patient,Bpci home visit             13      A,Services,free,2025
G9187,HCPCS,assessment performed by a qualified health care professional for individuals,,Services,free,2025
G9187,HCPCS,"not considered homebound including, but not limited to, assessment of safety,",,Services,free,2025
G9187,HCPCS,"falls, clinical status, fluid status, medication reconciliation/management,",,Services,free,2025
G9187,HCPCS,"patient compliance with orders/plan of care, performance of activities of daily",,Services,free,2025
G9187,HCPCS,"living, appropriateness of care setting; (for use only in the meidcare-approved",,Services,free,2025
G9187,HCPCS,bundled payments for care improvement initiative); may not be billed for a,,Services,free,2025
G9187,HCPCS,30-day period covered by a transitional care management code,,Services,free,2025
G9188,HCPCS,"Beta-blocker therapy not prescribed, reason not given",Beta not given no reason    00      9,Services,free,2025
G9189,HCPCS,Beta-blocker therapy prescribed or currently being taken,Beta pres or already taking 00      9,Services,free,2025
G9190,HCPCS,Documentation of medical reason(s) for not prescribing beta-blocker therapy,Medical reason for no beta  00      9,Services,free,2025
G9190,HCPCS,"(eg, allergy, intolerance, other medical reasons)",,Services,free,2025
G9191,HCPCS,Documentation of patient reason(s) for not prescribing beta-blocker therapy,Pt reason for no beta       00      9,Services,free,2025
G9191,HCPCS,"(eg, patient declined, other patient reasons)",,Services,free,2025
G9192,HCPCS,"Documentation of system reason(s) for not prescribing beta-blocker therapy (eg,",System reason for no beta   00      9,Services,free,2025
G9192,HCPCS,other reasons attributable to the health care system),,Services,free,2025
G9193,HCPCS,Clinician documented that patient with a diagnosis of major depression was not,Doc not eligible for dep med00      9,Services,free,2025
G9193,HCPCS,an eligible candidate for antidepressant medication treatment or patient did,,Services,free,2025
G9193,HCPCS,not have a diagnosis of major depression,,Services,free,2025
G9194,HCPCS,Patient with a diagnosis of major depression documented as being treated with,Mdd pt treated for 180d     00      9,Services,free,2025
G9194,HCPCS,antidepressant medication during the entire 180 day (6 month) continuation,,Services,free,2025
G9194,HCPCS,treatment phase,,Services,free,2025
G9195,HCPCS,Patient with a diagnosis of major depression not documented as being treated,Mdd pt not treated for 180d 00      9,Services,free,2025
G9195,HCPCS,with antidepressant medication during the entire 180 day (6 months),,Services,free,2025
G9195,HCPCS,continuation treatment phase,,Services,free,2025
G9196,HCPCS,Documentation of medical reason(s) for not ordering a first or second,Med reason for no ceph      00      9,Services,free,2025
G9196,HCPCS,"generation cephalosporin for antimicrobial prophylaxis (e.g., patients enrolled",,Services,free,2025
G9196,HCPCS,"in clinical trials, patients with documented infection prior to surgical",,Services,free,2025
G9196,HCPCS,"procedure of interest, patients who were receiving antibiotics more than 24",,Services,free,2025
G9196,HCPCS,hours prior to surgery [except colon surgery patients taking oral prophylactic,,Services,free,2025
G9196,HCPCS,"antibiotics], patients who were receiving antibiotics within 24 hours prior to",,Services,free,2025
G9196,HCPCS,"arrival [except colon surgery patients taking oral prophylactic antibiotics],",,Services,free,2025
G9196,HCPCS,other medical reason(s)),,Services,free,2025
G9197,HCPCS,Documentation of order for first or second generation cephalosporin for,Order for ceph              00      9,Services,free,2025
G9197,HCPCS,antimicrobial prophylaxis,,Services,free,2025
G9198,HCPCS,Order for first or second generation cephalosporin for antimicrobial,No order for ceph no reason 00      9,Services,free,2025
G9198,HCPCS,"prophylaxis was not documented, reason not given",,Services,free,2025
G9199,HCPCS,Venous thromboembolism (vte) prophylaxis not administered the day of or the day,Doc reason for no vte       00      9,Services,free,2025
G9199,HCPCS,"after hospital admission for documented reasons (eg, patient is ambulatory,",,Services,free,2025
G9199,HCPCS,"patient expired during inpatient stay, patient already on warfarin or another",,Services,free,2025
G9199,HCPCS,"anticoagulant, other medical reason(s) or eg, patient left against medical",,Services,free,2025
G9199,HCPCS,"advice, other patient reason(s))",,Services,free,2025
G9200,HCPCS,Venous thromboembolism (vte) prophylaxis was not administered the day of or the,No reason for no vte        00      9,Services,free,2025
G9200,HCPCS,"day after hospital admission, reason not given",,Services,free,2025
G9201,HCPCS,Venous thromboembolism (vte) prophylaxis administered the day of or the day,Vte given upon admission    00      9,Services,free,2025
G9201,HCPCS,after hospital admission,,Services,free,2025
G9202,HCPCS,Patients with a positive hepatitis c antibody test,Hep c aby pos               00      9,Services,free,2025
G9203,HCPCS,Rna testing for hepatitis c documented as performed within 12 months prior to,Hep c rna done prior to med 00      9,Services,free,2025
G9203,HCPCS,initiation of antiviral treatment for hepatitis c,,Services,free,2025
G9204,HCPCS,Rna testing for hepatitis c was not documented as performed within 12 months,No reason for no hep c rna  00      9,Services,free,2025
G9204,HCPCS,"prior to initiation of antiviral treatment for hepatitis c, reason not given",,Services,free,2025
G9205,HCPCS,Patient starting antiviral treatmentfor hepatitis c during the measurement,Hep c antiviral started     00      9,Services,free,2025
G9205,HCPCS,period,,Services,free,2025
G9206,HCPCS,Patient starting antiviral treatment for hepatitis c during the measurement,Hep c therapy started       00      9,Services,free,2025
G9206,HCPCS,period,,Services,free,2025
G9207,HCPCS,Hepatitis c genotype testing documented as performed within 12 months prior to,Hep c genotype prior to med 00      9,Services,free,2025
G9207,HCPCS,initiation of antiviral treatment for hepatitis c,,Services,free,2025
G9208,HCPCS,Hepatitis c genotype testing was not documented as performed within 12 months,No reason for no hep c geno 00      9,Services,free,2025
G9208,HCPCS,"prior to initiation of antiviral treatment for hepatitis c, reason not given",,Services,free,2025
G9209,HCPCS,Hepatitis c quantitative rna testing documented as performed between 4-12 weeks,Hep c rna 4to12 wk after med00      9,Services,free,2025
G9209,HCPCS,after the initiation of antiviral treatment,,Services,free,2025
G9210,HCPCS,Hepatitis c quantitative rna testing not performed between 4-12 weeks after the,No hepc rna after med docrsn00      9,Services,free,2025
G9210,HCPCS,"initiation of antiviral treatment for documented reason(s) (e.g., patients",,Services,free,2025
G9210,HCPCS,"whose treatment was discontinued during the testing period prior to testing,",,Services,free,2025
G9210,HCPCS,"other medical reasons, patient declined, other patient reasons)",,Services,free,2025
G9211,HCPCS,Hepatitis c quantitative rna testing was not documented as performed between,No hepc rna after med no rsn00      9,Services,free,2025
G9211,HCPCS,"4-12 weeks after the initiation of antiviral treatment, reason not given",,Services,free,2025
G9212,HCPCS,Dsm-ivtm criteria for major depressive disorder documented at the initial,Doc of dsm-iv init eval     00      9,Services,free,2025
G9212,HCPCS,evaluation,,Services,free,2025
G9213,HCPCS,Dsm-iv-tr criteria for major depressive disorder not documented at the initial,No doc of dsm-iv            00      9,Services,free,2025
G9213,HCPCS,"evaluation, reason not otherwise specified",,Services,free,2025
G9214,HCPCS,Cd4+ cell count or cd4+ cell percentage results documented,Cd4 count documented        00      9,Services,free,2025
G9215,HCPCS,"Cd4+ cell count or percentage not documented as performed, reason not given",No cd4 count no reason      00      9,Services,free,2025
G9216,HCPCS,"Pcp prophylaxis was not prescribed at time of diagnosis of hiv, reason not given",No pcp proph at dx no reason00      9,Services,free,2025
G9217,HCPCS,Pcp prophylaxis was not prescribed within 3 months of low cd4+ cell count below,No pcp proph low cd4 norsn  00      9,Services,free,2025
G9217,HCPCS,"200 cells/mm3, reason not given",,Services,free,2025
G9218,HCPCS,Pcp prophylaxis was not prescribed within 3 months oflow cd4+ cell count below,No pcp prop low at cd4 norsn00      9,Services,free,2025
G9218,HCPCS,"500 cells/mm3 or a cd4 percentage below 15%, reason not given",,Services,free,2025
G9219,HCPCS,Pneumocystis jiroveci pneumonia prophylaxis not prescribed within 3 months of,No oder pjp for med reason  00      9,Services,free,2025
G9219,HCPCS,"low cd4+ cell count below 200 cells/mm3 for medical reason (i.e., patient's",,Services,free,2025
G9219,HCPCS,cd4+ cell count above threshold within 3 months after cd4+ cell count below,,Services,free,2025
G9219,HCPCS,"threshold, indicating that the patient's cd4+ levels are within an acceptable",,Services,free,2025
G9219,HCPCS,range and the patient does not require pcp prophylaxis),,Services,free,2025
G9220,HCPCS,Pneumocystis jiroveci pneumonia prophylaxis not prescribed within 3 months of,No order for pjp for medrsn 00      9,Services,free,2025
G9220,HCPCS,low cd4+ cell count below 500 cells/mm3 or a cd4 percentage below 15% for,,Services,free,2025
G9220,HCPCS,"medical reason (i.e., patient's cd4+ cell count above threshold within 3 months",,Services,free,2025
G9220,HCPCS,"after cd4+ cell count below threshold, indicating that the patient's cd4+",,Services,free,2025
G9220,HCPCS,levels are within an acceptable range and the patient does not require pcp,,Services,free,2025
G9220,HCPCS,prophylaxis),,Services,free,2025
G9221,HCPCS,Pneumocystis jiroveci pneumonia prophlaxis prescribed,Pjp proph prescribed        00      9,Services,free,2025
G9222,HCPCS,Pneumocystis jiroveci pneumonia prophylaxis prescribed wthin 3 months of low,Pjp proph ordered low cd4   00      9,Services,free,2025
G9222,HCPCS,cd4+ cell count below 200 cells/mm3,,Services,free,2025
G9223,HCPCS,Pneumocystis jiroveci pneumonia prophylaxis prescribed within 3 months of low,Pjp proph ordered cd4 low   00      9,Services,free,2025
G9223,HCPCS,cd4+ cell count below 500 cells/mm3 or a cd4 percentage below 15%,,Services,free,2025
G9224,HCPCS,"Documentation of medical reason for not performing foot exam (e.g., patient",Medrsn no foot exam         00      9,Services,free,2025
G9224,HCPCS,with bilateral foot/leg amputation),,Services,free,2025
G9225,HCPCS,"Foot exam was not performed, reason not given",Norsn no foot exam          00      9,Services,free,2025
G9226,HCPCS,"Foot examination performed (includes examination through visual inspection,",3 comp foot exam completed  00      9,Services,free,2025
G9226,HCPCS,sensory exam with 10-g monofilament plus testing any one of the following:,,Services,free,2025
G9226,HCPCS,"vibration using 128-hz tuning fork, pinprick sensation, ankle reflexes, or",,Services,free,2025
G9226,HCPCS,"vibration perception threshold, and pulse exam; report when all of the 3",,Services,free,2025
G9226,HCPCS,components are completed),,Services,free,2025
G9227,HCPCS,"Functional outcome assessment documented, care plan not documented,","Foa doc, care plan not doc  00      9",Services,free,2025
G9227,HCPCS,documentation the patient is not eligible for a care plan at the time of the,,Services,free,2025
G9227,HCPCS,encounter,,Services,free,2025
G9228,HCPCS,"Chlamydia, gonorrhea and syphilis screening results documented (report when",Gc chl syp documented       00      9,Services,free,2025
G9228,HCPCS,results are present for all of the 3 screenings),,Services,free,2025
G9229,HCPCS,"Chlamydia, gonorrhea, and syphilis screening results not documented (patient",Ptrsn no gc chl syp test    00      9,Services,free,2025
G9229,HCPCS,refusal is the only allowed exception),,Services,free,2025
G9230,HCPCS,"Chlamydia, gonorrhea, and syphilis not screened, reason not given",Norsn for gc chl syp test   00      9,Services,free,2025
G9231,HCPCS,"Documentation of end stage renal disease (esrd), dialysis, renal transplant",Doc esrd dia trans preg     00      9,Services,free,2025
G9231,HCPCS,before or during the measurement period or pregnancy during the measurement,,Services,free,2025
G9231,HCPCS,period,,Services,free,2025
G9232,HCPCS,Clinician treating major depressive disorder did not communicate to clinician,Ptrsn no comm comorbid      00      9,Services,free,2025
G9232,HCPCS,"treating comorbid condition for specified patient reason (e.g., patient is",,Services,free,2025
G9232,HCPCS,unable to communicate the diagnosis of a comorbid condition; the patient is,,Services,free,2025
G9232,HCPCS,unwilling to communicate the diagnosis of a comorbid condition; or the patient,,Services,free,2025
G9232,HCPCS,"is unaware of the comorbid condition, or any other specified patient reason)",,Services,free,2025
G9233,HCPCS,All quality actions for the applicable measures in the total knee replacement,Tkr composite               00      9,Services,free,2025
G9233,HCPCS,measures group have been performed for this patient,,Services,free,2025
G9234,HCPCS,I intend to report the total knee replacement measures group,Tkr intent                  00      9,Services,free,2025
G9235,HCPCS,All quality actions for the applicable measures in the general surgery measures,Gs mg composite             00      9,Services,free,2025
G9235,HCPCS,group have been performed for this patient,,Services,free,2025
G9236,HCPCS,All quality actions for the applicable measures in the optimizing patient,Op rad mg composite         00      9,Services,free,2025
G9236,HCPCS,exposure to ionizing radiation measures group have been performed for this,,Services,free,2025
G9236,HCPCS,patient,,Services,free,2025
G9237,HCPCS,I intend to report the general surgery measures group,Gs mg intent                00      9,Services,free,2025
G9238,HCPCS,I intend to report the optimizing patient exposure to ionizing radiation,Op rad mg intent            00      9,Services,free,2025
G9238,HCPCS,measures group,,Services,free,2025
G9239,HCPCS,Documentation of reasons for patient initiating maintenance hemodialysis with a,Doc rsn hemod & cath acc    00      9,Services,free,2025
G9239,HCPCS,"catheter as the mode of vascular access (e.g., patient has a maturing",,Services,free,2025
G9239,HCPCS,"arteriovenous fistula (avf)/arteriovenous graft (avg), time-limited trial of",,Services,free,2025
G9239,HCPCS,"hemodialysis, other medical reasons, patient declined avf/avg, other patient",,Services,free,2025
G9239,HCPCS,"reasons, patient followed by reporting nephrologist for fewer than 90 days,",,Services,free,2025
G9239,HCPCS,other system reasons),,Services,free,2025
G9240,HCPCS,Patient whose mode of vascular access is a catheter at the time maintenance,Doc pt w cath maint dia     00      9,Services,free,2025
G9240,HCPCS,hemodialysis is initiated,,Services,free,2025
G9241,HCPCS,Patient whose mode of vascular access is not a catheter at the time maintenance,Doc pt w out cath maint dia 00      9,Services,free,2025
G9241,HCPCS,hemodialysis is initiated,,Services,free,2025
G9242,HCPCS,Documentation of viral load equal to or greater than 200 copies/ml or viral,Doc viral load >=200        00      9,Services,free,2025
G9242,HCPCS,load not performed,,Services,free,2025
G9243,HCPCS,Documentation of viral load less than 200 copies/ml,Doc viral load <200         00      9,Services,free,2025
G9244,HCPCS,Antiretroviral thereapy not prescribed,Antiviral not ordered       00      9,Services,free,2025
G9245,HCPCS,Antiretroviral therapy prescribed,Antiviral ordered           00      9,Services,free,2025
G9246,HCPCS,Patient did not have two eligible encounters at least 90 days apart or one,No enc or enc/vir ld 90days 00      9,Services,free,2025
G9246,HCPCS,eligible encounter and one hiv viral load test at least 90 days apart,,Services,free,2025
G9247,HCPCS,Patient had two eligible encounters at least 90 days apart or one eligible,2 enc enc/vir ld 90d        00      9,Services,free,2025
G9247,HCPCS,encounter and one hiv viral load test at least 90 days apart,,Services,free,2025
G9248,HCPCS,Patient did not have a medical visit in the last 6 months,No med visit 6mo            00      9,Services,free,2025
G9249,HCPCS,Patient had a medical visit in the last 6 months,Med visit w in 6mo          00      9,Services,free,2025
G9250,HCPCS,Documentation of patient pain brought to a comfortable level within 48 hours,Doc of pain comfort 48hr    00      9,Services,free,2025
G9250,HCPCS,from initial assessment,,Services,free,2025
G9251,HCPCS,Documentation of patient with pain not brought to a comfortable level within 48,Doc no pain comfort 48hr    00      9,Services,free,2025
G9251,HCPCS,hours from initial assessment,,Services,free,2025
G9252,HCPCS,Adenoma(s) or other neoplasm detected during screening colonoscopy,Neo detect scrn colo        00      9,Services,free,2025
G9253,HCPCS,Adenoma(s) or other neoplasm not detected during screening colonoscopy,No neo detect scrn colo     00      9,Services,free,2025
G9254,HCPCS,Documentation of patient discharged to home later than post-operative day 2,Doc pt dischg >2d           00      9,Services,free,2025
G9254,HCPCS,following cea or cas,,Services,free,2025
G9255,HCPCS,Documentation of patient discharged to home no later than post operative day 2,Pt dc home 2nd po day       00      9,Services,free,2025
G9255,HCPCS,following cea or cas,,Services,free,2025
G9256,HCPCS,Documentation of patient death following cas,Doc of pat death after cas  00      9,Services,free,2025
G9257,HCPCS,Documentation of patient stroke following cas,Doc of pat stroke after cas 00      9,Services,free,2025
G9258,HCPCS,Documentation of patient stroke following cea,Doc of pat stroke after cea 00      9,Services,free,2025
G9259,HCPCS,Documentation of patient survival and absence of stroke following cas,Survive/no stroke post cas  00      9,Services,free,2025
G9260,HCPCS,Documentation of patient death following cea,Doc of pat death after cea  00      9,Services,free,2025
G9261,HCPCS,Documentation of patient survival and absence of stroke following cea,Survive/no stroke post cea  00      9,Services,free,2025
G9262,HCPCS,Documentation of patient death in the hospital following endovascular aaa repair,Doc of death post-aaa repair00      9,Services,free,2025
G9263,HCPCS,Documentation of patient discharged alive following endovascular aaa repair,Doc of disch post-aaa repair00      9,Services,free,2025
G9264,HCPCS,Documentation of patient receiving maintenance hemodialysis for greater than or,Doc rsn hemod w/cath >=90d  00      9,Services,free,2025
G9264,HCPCS,"equal to 90 days with a catheter for documented reasons (e.g., other medical",,Services,free,2025
G9264,HCPCS,"reasons, patient declined arteriovenous fistula (avf)/arteriovenous graft",,Services,free,2025
G9264,HCPCS,"(avg), other patient reasons)",,Services,free,2025
G9265,HCPCS,Patient receiving maintenance hemodialysis for greater than or equal to 90 days,Doc cath >90d for maint dia 00      9,Services,free,2025
G9265,HCPCS,with a catheter as the mode of vascular access,,Services,free,2025
G9266,HCPCS,Patient receiving maintenance hemodialysis for greater than or equal to 90 days,Norsn pt cath >=90d         00      9,Services,free,2025
G9266,HCPCS,without a catheter as the mode of vascular access,,Services,free,2025
G9267,HCPCS,Documentation of patient with one or more complications or mortality within 30,Doc comp or mort w in 30d   00      9,Services,free,2025
G9267,HCPCS,days,,Services,free,2025
G9268,HCPCS,Documentation of patient with one or more complications within 90 days,Doc comp or mort w in 90d   00      9,Services,free,2025
G9269,HCPCS,Documentation of patient without one or more complications and without,Doc no comp or mort w in 30d00      9,Services,free,2025
G9269,HCPCS,mortality within 30 days,,Services,free,2025
G9270,HCPCS,Documentation of patient without one or more complications within 90 days,Doc no comp or mort w in 90d00      9,Services,free,2025
G9271,HCPCS,Ldl value < 100,Ldl under 100               00      9,Services,free,2025
G9272,HCPCS,Ldl value >= 100,Ldl 100 and over            00      9,Services,free,2025
G9273,HCPCS,Blood pressure has a systolic value of < 140 and a diastolic value of < 90,Sys<140 and dia<90          00      9,Services,free,2025
G9274,HCPCS,Blood pressure has a systolic value of =140 and a diastolic value of = 90 or,Bp out of nrml limits       00      9,Services,free,2025
G9274,HCPCS,systolic value < 140 and diastolic value = 90 or systolic value = 140 and,,Services,free,2025
G9274,HCPCS,diastolic value < 90,,Services,free,2025
G9275,HCPCS,Documentation that patient is a current non-tobacco user,Doc of non tobacco user     00      9,Services,free,2025
G9276,HCPCS,Documentation that patient is a current tobacco user,Doc of tobacco user         00      9,Services,free,2025
G9277,HCPCS,Documentation that the patient is on daily aspirin or anti-platelet or has,Doc daily aspirin or contra 00      9,Services,free,2025
G9277,HCPCS,documentation of a valid contraindication or exception to,,Services,free,2025
G9277,HCPCS,"aspirin/anti-platelet; contraindications/exceptions include anti-coagulant use,",,Services,free,2025
G9277,HCPCS,"allergy to aspirin or anti-platelets, history of gastrointestinal bleed and",,Services,free,2025
G9277,HCPCS,"bleeding disorder; additionally, the following exceptions documented by the",,Services,free,2025
G9277,HCPCS,physician as a reason for not taking daily aspirin or anti-platelet are,,Services,free,2025
G9277,HCPCS,"acceptable (use of non-steroidal anti-inflammatory agents, documented risk for",,Services,free,2025
G9277,HCPCS,"drug interaction, uncontrolled hypertension defined as >180 systolic or >110",,Services,free,2025
G9277,HCPCS,diastolic or gastroesophageal reflux),,Services,free,2025
G9278,HCPCS,Documentation that the patient is not on daily aspirin or anti-platelet regimen,Doc no daily aspirin        00      9,Services,free,2025
G9279,HCPCS,Pneumococcal screening performed and documentation of vaccination received,Pne scrn done doc vac done  00      9,Services,free,2025
G9279,HCPCS,prior to discharge,,Services,free,2025
G9280,HCPCS,"Pneumococcal vaccination not administered prior to discharge, reason not",Pne not given norsn         00      9,Services,free,2025
G9280,HCPCS,specified,,Services,free,2025
G9281,HCPCS,Screening performed and documentation that vaccination not indicated/patient,Pne scrn done doc not ind   00      9,Services,free,2025
G9281,HCPCS,refusal,,Services,free,2025
G9282,HCPCS,Documentation of medical reason(s) for not reporting the histological type or,Doc medrsn no histo type    00      9,Services,free,2025
G9282,HCPCS,"nsclc-nos classification with an explanation (e.g., biopsy taken for other",,Services,free,2025
G9282,HCPCS,purposes in a patient with a history of non-small cell lung cancer or other,,Services,free,2025
G9282,HCPCS,documented medical reasons),,Services,free,2025
G9283,HCPCS,Non small cell lung cancer biopsy and cytology specimen report documents,Hist type doc on report     00      9,Services,free,2025
G9283,HCPCS,classification into specific histologic type or classified as nsclc-nos with an,,Services,free,2025
G9283,HCPCS,explanation,,Services,free,2025
G9284,HCPCS,Non small cell lung cancer biopsy and cytology specimen report does not,No hist type doc on report  00      9,Services,free,2025
G9284,HCPCS,document classification into specific histologic type or classified as,,Services,free,2025
